location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
"Adarsh Nagar, Jaipur - RSPCB",Jaipur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,40,µg/m³,26.902909,75.836853,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Shastri Nagar, Jaipur - RSPCB",Jaipur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,145,µg/m³,26.9502929,75.730943,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Adarsh Nagar, Jaipur - RSPCB",Jaipur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,62000,µg/m³,26.902909,75.836853,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Adarsh Nagar, Jaipur - RSPCB",Jaipur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,137,µg/m³,26.902909,75.836853,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Adarsh Nagar, Jaipur - RSPCB",Jaipur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,100,µg/m³,26.902909,75.836853,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"RIICO Ind. Area III, Bhiwadi, Rajasthan - RSPCB",Bhiwadi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,79,µg/m³,28.194909,76.862296,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"RIICO Ind. Area III, Bhiwadi, Rajasthan - RSPCB",Bhiwadi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,273,µg/m³,28.194909,76.862296,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Shastri Nagar, Jaipur - RSPCB",Jaipur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,12,µg/m³,26.9502929,75.730943,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Shastri Nagar, Jaipur - RSPCB",Jaipur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,119,µg/m³,26.9502929,75.730943,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Shastri Nagar, Jaipur - RSPCB",Jaipur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,43000,µg/m³,26.9502929,75.730943,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Shastri Nagar, Jaipur - RSPCB",Jaipur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,55,µg/m³,26.9502929,75.730943,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"RIICO Ind. Area III, Bhiwadi, Rajasthan - RSPCB",Bhiwadi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,79,µg/m³,28.194909,76.862296,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Shastri Nagar, Jaipur - RSPCB",Jaipur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,51,µg/m³,26.9502929,75.730943,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"RIICO Ind. Area III, Bhiwadi, Rajasthan - RSPCB",Bhiwadi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,53000,µg/m³,28.194909,76.862296,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Moti Doongri, Alwar, Rajasthan - RSPCB",Alwar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,13,µg/m³,27.554793,76.611536,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Moti Doongri, Alwar, Rajasthan - RSPCB",Alwar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,76,µg/m³,27.554793,76.611536,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Moti Doongri, Alwar, Rajasthan - RSPCB",Alwar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,96000,µg/m³,27.554793,76.611536,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Moti Doongri, Alwar, Rajasthan - RSPCB",Alwar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,24,µg/m³,27.554793,76.611536,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Moti Doongri, Alwar, Rajasthan - RSPCB",Alwar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,75,µg/m³,27.554793,76.611536,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Civil Lines, Ajmer - RSPCB",Ajmer,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,72,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Civil Lines, Ajmer - RSPCB",Ajmer,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,71000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Civil Lines, Ajmer - RSPCB",Ajmer,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,14,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Civil Lines, Ajmer - RSPCB",Ajmer,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,96,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Civil Lines, Ajmer - RSPCB",Ajmer,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,37,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Model Town, Patiala - PPCB",Patiala,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,40,µg/m³,30.349388,76.366642,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"RIMT University, Mandi Gobindgarh - PPCB",Mandi Gobindgarh,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,5,µg/m³,30.649961,76.331442,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"RIMT University, Mandi Gobindgarh - PPCB",Mandi Gobindgarh,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,33,µg/m³,30.649961,76.331442,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Model Town, Patiala - PPCB",Patiala,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,65,µg/m³,30.349388,76.366642,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"RIMT University, Mandi Gobindgarh - PPCB",Mandi Gobindgarh,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,88,µg/m³,30.649961,76.331442,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Model Town, Patiala - PPCB",Patiala,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,104,µg/m³,30.349388,76.366642,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Model Town, Patiala - PPCB",Patiala,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,30,µg/m³,30.349388,76.366642,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Model Town, Patiala - PPCB",Patiala,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,55000,µg/m³,30.349388,76.366642,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"RIMT University, Mandi Gobindgarh - PPCB",Mandi Gobindgarh,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,61000,µg/m³,30.649961,76.331442,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"RIMT University, Mandi Gobindgarh - PPCB",Mandi Gobindgarh,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,74,µg/m³,30.649961,76.331442,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Talcher Coalfields,Talcher - OSPCB",Talcher,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,118,µg/m³,20.9360711,85.1707021,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Talcher Coalfields,Talcher - OSPCB",Talcher,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,75,µg/m³,20.9360711,85.1707021,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Talcher Coalfields,Talcher - OSPCB",Talcher,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,48,µg/m³,20.9360711,85.1707021,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Talcher Coalfields,Talcher - OSPCB",Talcher,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,78000,µg/m³,20.9360711,85.1707021,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Civil Line, Jalandhar - PPCB",Jalandhar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,157,µg/m³,31.321907,75.578914,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Civil Line, Jalandhar - PPCB",Jalandhar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,65000,µg/m³,31.321907,75.578914,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Civil Line, Jalandhar - PPCB",Jalandhar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,37,µg/m³,31.321907,75.578914,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Talcher Coalfields,Talcher - OSPCB",Talcher,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,33,µg/m³,20.9360711,85.1707021,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"GM Office, Brajrajnagar - OSPCB",Brajrajnagar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,20,µg/m³,21.8004996,83.8396977,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Golden Temple, Amritsar - PPCB",Amritsar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,44000,µg/m³,31.62,74.876512,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Civil Line, Jalandhar - PPCB",Jalandhar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,113,µg/m³,31.321907,75.578914,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Civil Line, Jalandhar - PPCB",Jalandhar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,8,µg/m³,31.321907,75.578914,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"GM Office, Brajrajnagar - OSPCB",Brajrajnagar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,18,µg/m³,21.8004996,83.8396977,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"GM Office, Brajrajnagar - OSPCB",Brajrajnagar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,148,µg/m³,21.8004996,83.8396977,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"GM Office, Brajrajnagar - OSPCB",Brajrajnagar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,126000,µg/m³,21.8004996,83.8396977,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"GM Office, Brajrajnagar - OSPCB",Brajrajnagar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,27,µg/m³,21.8004996,83.8396977,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"GM Office, Brajrajnagar - OSPCB",Brajrajnagar,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,153,µg/m³,21.8004996,83.8396977,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Pimpleshwar Mandir, Thane - MPCB",Thane,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,34,µg/m³,19.192056,72.9585188,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Pimpleshwar Mandir, Thane - MPCB",Thane,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,12,µg/m³,19.192056,72.9585188,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Pimpleshwar Mandir, Thane - MPCB",Thane,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,30000,µg/m³,19.192056,72.9585188,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Pimpleshwar Mandir, Thane - MPCB",Thane,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,75,µg/m³,19.192056,72.9585188,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Opp GPO Civil Lines, Nagpur - MPCB",Nagpur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,143,µg/m³,21.152875,79.0517531,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Gangapur Road, Nashik - MPCB",Nashik,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,122,µg/m³,20.0073285,73.7762427,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Opp GPO Civil Lines, Nagpur - MPCB",Nagpur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,105000,µg/m³,21.152875,79.0517531,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Opp GPO Civil Lines, Nagpur - MPCB",Nagpur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,70,µg/m³,21.152875,79.0517531,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Opp GPO Civil Lines, Nagpur - MPCB",Nagpur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,19,µg/m³,21.152875,79.0517531,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Opp GPO Civil Lines, Nagpur - MPCB",Nagpur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,31,µg/m³,21.152875,79.0517531,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Gangapur Road, Nashik - MPCB",Nashik,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,21000,µg/m³,20.0073285,73.7762427,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Gangapur Road, Nashik - MPCB",Nashik,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,8,µg/m³,20.0073285,73.7762427,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Opp GPO Civil Lines, Nagpur - MPCB",Nagpur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,128,µg/m³,21.152875,79.0517531,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Gangapur Road, Nashik - MPCB",Nashik,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,102,µg/m³,20.0073285,73.7762427,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Pimpleshwar Mandir, Thane - MPCB",Thane,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,58,µg/m³,19.192056,72.9585188,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Pimpleshwar Mandir, Thane - MPCB",Thane,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,135,µg/m³,19.192056,72.9585188,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Gangapur Road, Nashik - MPCB",Nashik,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,260,µg/m³,20.0073285,73.7762427,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
