location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
"Mandir Marg, New Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,40,µg/m³,28.6372688,77.2005604,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"NSIT Dwarka, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,185,µg/m³,28.60909,77.0325413,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"NSIT Dwarka, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,44,µg/m³,28.60909,77.0325413,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"NSIT Dwarka, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,16,µg/m³,28.60909,77.0325413,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"North Campus, DU, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,25,µg/m³,28.6573814,77.1585447,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Pusa, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,109,µg/m³,28.610304,77.0996943,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Pusa, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,23,µg/m³,28.610304,77.0996943,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"North Campus, DU, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,187,µg/m³,28.6573814,77.1585447,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Pusa, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,83,µg/m³,28.610304,77.0996943,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"North Campus, DU, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,252,µg/m³,28.6573814,77.1585447,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Pusa, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,143,µg/m³,28.610304,77.0996943,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"North Campus, DU, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,39000,µg/m³,28.6573814,77.1585447,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Pusa, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,110000,µg/m³,28.610304,77.0996943,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Lodhi Road, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,34,µg/m³,28.5918245,77.2273074,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Lodhi Road, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,169,µg/m³,28.5918245,77.2273074,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"ITO, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,121,µg/m³,28.6316945,77.2494387,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"ITO, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,234,µg/m³,28.6316945,77.2494387,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Lodhi Road, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,176,µg/m³,28.5918245,77.2273074,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"ITO, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,182,µg/m³,28.6316945,77.2494387,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"IGI Airport Terminal - 3, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,33,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"IHBAS, Dilshad Garden,New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,41,µg/m³,28.6802747,77.2011573,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"IHBAS, Dilshad Garden,New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,69,µg/m³,28.6802747,77.2011573,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"IHBAS, Dilshad Garden,New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,49000,µg/m³,28.6802747,77.2011573,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Jahangirpuri, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,118,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Jahangirpuri, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,49000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,42000,µg/m³,17.72,83.3,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Muzaffarpur Collectorate,Muzaffarpur - BSPCB",Muzaffarpur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,150,µg/m³,26.1209,85.3647,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Dwarka-Sector 8, Delhi - DPCC ",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,43000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Muzaffarpur Collectorate,Muzaffarpur - BSPCB",Muzaffarpur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,88000,µg/m³,26.1209,85.3647,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"IGI Airport Terminal - 3, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,30,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"IGSC Planetarium Complex, Patna - BSPCB",Patna,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,68,µg/m³,25.5941,85.1376,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Muzaffarpur Collectorate,Muzaffarpur - BSPCB",Muzaffarpur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,180,µg/m³,26.1209,85.3647,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Muzaffarpur Collectorate,Muzaffarpur - BSPCB",Muzaffarpur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,50,µg/m³,26.1209,85.3647,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"IGI Airport Terminal - 3, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,138,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Aya Nagar, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,18,µg/m³,28.4706914,77.1099364,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"IGI Airport Terminal - 3, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,137,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Aya Nagar, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,61,µg/m³,28.4706914,77.1099364,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"IGSC Planetarium Complex, Patna - BSPCB",Patna,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,86000,µg/m³,25.5941,85.1376,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Aya Nagar, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,167,µg/m³,28.4706914,77.1099364,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"IGI Airport Terminal - 3, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,78000,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Ashok Vihar, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,22000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"IGSC Planetarium Complex, Patna - BSPCB",Patna,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,52,µg/m³,25.5941,85.1376,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"IGSC Planetarium Complex, Patna - BSPCB",Patna,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,99,µg/m³,25.5941,85.1376,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"CRRI Mathura Road, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,292,µg/m³,28.5512005,77.2735737,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"IGSC Planetarium Complex, Patna - BSPCB",Patna,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,214,µg/m³,25.5941,85.1376,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"CRRI Mathura Road, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,168,µg/m³,28.5512005,77.2735737,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Ashok Vihar, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,226,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Dwarka-Sector 8, Delhi - DPCC ",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,192,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"CRRI Mathura Road, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,36000,µg/m³,28.5512005,77.2735737,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"CRRI Mathura Road, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,41,µg/m³,28.5512005,77.2735737,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Muzaffarpur Collectorate,Muzaffarpur - BSPCB",Muzaffarpur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,105,µg/m³,26.1209,85.3647,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"CRRI Mathura Road, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,54,µg/m³,28.5512005,77.2735737,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Aya Nagar, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,173,µg/m³,28.4706914,77.1099364,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Anand Vihar, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,14000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Aya Nagar, New Delhi - IMD",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,43000,µg/m³,28.4706914,77.1099364,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Anand Vihar, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,92,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"DTU, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,21,µg/m³,28.7500499,77.1112615,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Dr. Karni Singh Shooting Range, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,256,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Dr. Karni Singh Shooting Range, Delhi - DPCC",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,39000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"DTU, New Delhi - CPCB",Delhi,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,304,µg/m³,28.7500499,77.1112615,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Anand Kala Kshetram, Rajamahendravaram - APPCB",Rajamahendravaram,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,41,µg/m³,16.9872867,81.7363176,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,5,µg/m³,17.72,83.3,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Anand Kala Kshetram, Rajamahendravaram - APPCB",Rajamahendravaram,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,44000,µg/m³,16.9872867,81.7363176,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,12,µg/m³,17.72,83.3,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,28,µg/m³,17.72,83.3,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,57,µg/m³,17.72,83.3,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,37,µg/m³,17.72,83.3,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Secretariat, Amaravati - APPCB",Amaravati,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,31000,µg/m³,16.5150833,80.5181667,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Secretariat, Amaravati - APPCB",Amaravati,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,38,µg/m³,16.5150833,80.5181667,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
